claim_id,state,district,latitude,longitude,claimed_area,recorded_area,submission_date,verification_date,approval_date,status,days_pending,claim_type,anomaly_flag,anomaly_type,severity
FRA-02824,Maharashtra,Gadchiroli,18.838308,79.942251,6.58,6.17,2025-01-20,2024-07-11,2024-09-29,Under Verification,592,Community Forest Right,True,Delayed Processing,Medium
FRA-02825,Jharkhand,Simdega,23.14889,86.571294,8.95,9.37,2022-06-17,2022-07-20,2022-08-16,Approved,0,Community Forest Right,False,None,None
FRA-02826,Madhya Pradesh,Balaghat,23.817561,80.264592,6.37,6.01,2023-12-21,,,Pending,988,Community Forest Resource,False,None,None
FRA-02827,Kerala,Wayanad,11.415421,77.257352,1.14,1.24,2023-09-12,2023-11-27,2024-02-17,Approved,0,Individual Forest Right,False,None,None
FRA-02828,Odisha,Mayurbhanj,21.88037,84.871927,10.87,10.55,2022-07-25,,,Rejected,0,Community Forest Right,False,None,None
FRA-02829,Kerala,Wayanad,11.79926,75.06478,9.0,9.77,2024-09-13,2024-11-28,2024-12-04,Approved,0,Individual Forest Right,False,None,None
FRA-02830,Madhya Pradesh,Balaghat,24.138918,80.242587,12.91,11.34,2025-01-14,2025-03-12,2025-05-27,Approved,0,Community Forest Resource,False,None,None
FRA-02831,Kerala,Wayanad,11.293212,76.518964,11.68,10.33,2024-04-01,,,Pending,886,Individual Forest Right,False,None,None
FRA-02832,Odisha,Keonjhar,18.983257,83.427,12.29,13.44,2023-04-01,,,Rejected,0,Community Forest Resource,False,None,None
FRA-02833,Jharkhand,Ranchi,23.254166,86.782337,7.64,17.2,2025-01-03,2025-02-21,2025-05-15,Approved,0,Individual Forest Right,True,Land Record Mismatch,Medium
FRA-02834,Jharkhand,Ranchi,23.500406,84.293053,14.46,13.25,2022-10-15,2022-11-18,2022-12-28,Approved,0,Individual Forest Right,False,None,None
FRA-02835,Chhattisgarh,Bastar,20.812688,82.826037,11.69,10.87,2025-09-25,2026-01-18,2026-02-19,Approved,0,Community Forest Resource,False,None,None
FRA-02836,Madhya Pradesh,Dindori,23.240067,79.088601,5.56,4.98,2024-07-08,2024-07-18,2024-09-10,Approved,0,Individual Forest Right,False,None,None
FRA-02837,Kerala,Palakkad,12.215346,76.972483,11.24,11.98,2025-08-23,2025-09-09,2025-11-02,Approved,0,Community Forest Right,False,None,None
FRA-02838,Madhya Pradesh,Dindori,22.795002,79.695097,2.94,2.6,2024-06-02,2024-09-02,2024-09-15,Approved,0,Individual Forest Right,False,None,None
FRA-02839,Kerala,Palakkad,12.090439,76.776139,11.81,21.55,2025-06-12,,,Rejected,0,Community Forest Resource,True,Land Record Mismatch,Medium
FRA-02840,Kerala,Palakkad,9.678703,76.970076,3.71,4.03,2025-09-19,2025-11-23,2026-02-07,Approved,0,Community Forest Resource,False,None,None
FRA-02841,Kerala,Wayanad,12.037455,77.203683,10.71,19.91,2025-03-14,,,Rejected,0,Individual Forest Right,True,Land Record Mismatch,Medium
FRA-02842,Madhya Pradesh,Bhopal,22.352454,77.195813,3.65,3.56,2025-06-20,2025-03-18,2025-04-27,Under Verification,441,Community Forest Resource,True,Delayed Processing,Medium
FRA-02843,Jharkhand,Ranchi,24.191107,86.455142,10.53,10.53,2025-04-09,2022-11-18,2023-02-01,Under Verification,513,Community Forest Right,True,Delayed Processing,High
FRA-02844,Odisha,Keonjhar,18.619348,84.81773,9.06,14.78,2023-11-12,,,Rejected,0,Community Forest Right,True,Land Record Mismatch,Medium
FRA-02845,Odisha,Sundargarh,20.228794,85.508758,10.42,10.85,2023-12-15,,,Pending,994,Community Forest Right,False,None,None
FRA-02846,Chhattisgarh,Surguja,18.39087,80.429226,9.47,8.1,2025-06-24,2025-10-22,2026-01-18,Approved,0,Community Forest Right,False,None,None
FRA-02847,Chhattisgarh,Surguja,22.23986,82.023449,9.59,8.98,2024-04-11,,,Rejected,0,Community Forest Resource,False,None,None
FRA-02848,Odisha,Mayurbhanj,18.679585,84.758358,12.92,12.09,2022-10-12,,,Pending,1423,Individual Forest Right,False,None,None
FRA-02849,Jharkhand,Simdega,23.68074,85.313637,8.02,8.22,2022-01-30,2022-05-20,2022-07-13,Approved,0,Community Forest Right,False,None,None
FRA-02850,Jharkhand,Ranchi,22.302399,85.365804,2.49,2.65,2024-03-28,2024-07-14,2024-08-12,Approved,0,Community Forest Resource,False,None,None
FRA-02851,Chhattisgarh,Surguja,22.039568,81.200062,8.45,9.51,2025-10-14,2026-01-15,2026-01-25,Approved,0,Community Forest Right,False,None,None
FRA-02852,Jharkhand,Gumla,24.097968,86.61104,36.07,40.81,2022-11-20,2023-01-15,2023-03-24,Approved,0,Community Forest Right,True,Unusual Claim Area,Medium
FRA-02853,Chhattisgarh,Surguja,18.896557,80.609237,2.69,2.95,2024-03-10,,,Rejected,0,Community Forest Right,False,None,None
FRA-02854,Kerala,Idukki,11.30061,77.196425,7.06,6.23,2022-04-26,2022-05-25,2022-05-31,Approved,0,Community Forest Resource,False,None,None
FRA-02855,Chhattisgarh,Surguja,18.996091,80.26297,10.93,10.98,2024-01-31,2024-02-14,,Under Verification,947,Community Forest Resource,False,None,None
FRA-02856,Chhattisgarh,Surguja,21.319408,80.726601,2.34,1.35,2022-09-11,2022-10-01,2022-10-24,Approved,0,Community Forest Resource,True,Land Record Mismatch,High
FRA-02857,Madhya Pradesh,Mandla,24.271934,79.562701,1.59,1.76,2025-01-07,2025-05-21,,Under Verification,605,Community Forest Right,False,None,None
FRA-02858,Kerala,Palakkad,11.542742,76.587938,13.2,13.13,2024-12-26,2025-03-08,2025-03-18,Pending,617,Community Forest Resource,True,Delayed Processing,Medium
FRA-02859,Chhattisgarh,Kanker,18.463648,81.476259,14.13,15.68,2024-11-24,2024-12-17,2025-03-15,Approved,0,Individual Forest Right,False,None,None
FRA-02860,Kerala,Kannur,9.951811,75.776831,14.61,13.93,2024-08-06,,,Pending,759,Community Forest Right,False,None,None
FRA-02861,Chhattisgarh,Surguja,19.808109,81.420414,14.6,15.81,2023-12-12,2024-04-06,,Under Verification,997,Community Forest Resource,False,None,None
FRA-02862,Odisha,Mayurbhanj,19.281687,86.407379,7.66,7.95,2023-10-07,2024-01-20,2024-02-17,Approved,0,Community Forest Right,False,None,None
FRA-02863,Chhattisgarh,Surguja,18.583776,82.697109,14.56,15.34,2023-01-18,,,Pending,1325,Individual Forest Right,False,None,None
FRA-02864,Odisha,Keonjhar,19.962093,85.493085,8.15,8.18,2024-08-24,2024-10-06,2024-12-06,Approved,0,Community Forest Right,False,None,None
FRA-02865,Jharkhand,West Singhbhum,23.771478,85.862969,8.33,9.5,2023-09-05,2023-12-13,2024-02-20,Approved,0,Community Forest Resource,False,None,None
FRA-02866,Kerala,Palakkad,9.666847,76.181595,3.51,3.7,2023-03-17,,,Rejected,0,Community Forest Right,False,None,None
FRA-02867,Maharashtra,Nandurbar,18.410892,79.217085,10.79,10.45,2022-07-15,,,Pending,1512,Community Forest Right,False,None,None
FRA-02868,Kerala,Wayanad,10.270774,77.386738,3.69,3.84,2022-09-07,2022-11-05,2022-11-20,Approved,0,Community Forest Right,False,None,None
FRA-02869,Odisha,Mayurbhanj,20.863524,86.902692,6.04,5.69,2025-12-20,,,Pending,258,Individual Forest Right,False,None,None
FRA-02870,Chhattisgarh,Bastar,20.975796,81.836991,7.44,8.13,2025-10-31,2026-01-07,,Under Verification,308,Individual Forest Right,False,None,None
FRA-02871,Odisha,Sundargarh,19.158511,84.944612,9.42,8.09,2022-02-21,,,Rejected,0,Community Forest Resource,False,None,None
FRA-02872,Odisha,Mayurbhanj,19.677971,85.6989,7.7,8.25,2024-10-06,,,Pending,698,Individual Forest Right,True,Delayed Processing,High
FRA-02873,Jharkhand,West Singhbhum,22.134218,86.486941,13.99,15.6,2022-08-25,2022-11-18,2022-12-12,Approved,0,Community Forest Right,False,None,None
FRA-02874,Chhattisgarh,Dantewada,20.185525,82.754935,7.97,7.95,2023-08-14,,,Pending,1117,Individual Forest Right,False,None,None
FRA-02875,Chhattisgarh,Bastar,18.800891,80.55865,13.13,12.43,2025-02-14,2025-04-21,2025-04-27,Approved,0,Individual Forest Right,False,None,None
FRA-02876,Kerala,Wayanad,12.441681,76.82959,13.24,14.74,2024-12-11,2025-02-09,2025-04-26,Approved,0,Community Forest Right,False,None,None
FRA-02877,Jharkhand,West Singhbhum,22.639596,85.606649,3.71,3.58,2023-12-25,2024-01-04,2024-03-06,Approved,0,Community Forest Resource,False,None,None
FRA-02878,Chhattisgarh,Kanker,22.274037,81.648873,2.74,3.04,2023-01-06,,,Rejected,0,Individual Forest Right,False,None,None
FRA-02879,Madhya Pradesh,Balaghat,24.146793,79.013781,13.05,13.2,2024-09-11,,,Pending,723,Community Forest Right,False,None,None
FRA-02880,Chhattisgarh,Dantewada,19.30714,82.371332,9.18,8.35,2022-01-23,2022-05-05,,Under Verification,1685,Community Forest Right,False,None,None
FRA-02881,Maharashtra,Nandurbar,20.64903,73.293472,6.33,6.63,2024-03-24,2024-05-07,2024-07-20,Approved,0,Individual Forest Right,False,None,None
FRA-02882,Madhya Pradesh,Balaghat,22.505961,79.613727,4.34,4.99,2024-12-03,,,Rejected,0,Community Forest Resource,False,None,None
FRA-02883,Madhya Pradesh,Bhopal,24.416467,79.631295,14.73,16.05,2023-12-21,2024-02-02,2024-03-01,Approved,0,Community Forest Right,False,None,None
FRA-02884,Kerala,Palakkad,10.903048,76.705523,7.37,7.83,2023-09-21,,,Pending,1079,Individual Forest Right,False,None,None
FRA-02885,Jharkhand,Simdega,23.564798,85.851595,1.71,0.81,2023-11-24,,,Pending,1015,Community Forest Resource,True,Land Record Mismatch,High
FRA-02886,Chhattisgarh,Dantewada,20.869041,80.592001,2.01,2.17,2024-04-19,2024-07-26,2024-09-19,Approved,0,Community Forest Right,False,None,None
FRA-02887,Chhattisgarh,Dantewada,19.998745,81.283009,7.64,7.61,2025-03-09,2025-06-27,2025-09-11,Approved,0,Individual Forest Right,False,None,None
FRA-02888,Odisha,Koraput,20.442105,87.492889,1.56,1.49,2025-02-11,2025-05-02,2025-07-29,Approved,0,Community Forest Right,False,None,None
FRA-02889,Chhattisgarh,Dantewada,21.933114,82.564896,3.28,3.39,2022-01-27,,,Pending,1681,Community Forest Right,False,None,None
FRA-02890,Madhya Pradesh,Mandla,24.164716,77.132632,1.59,1.46,2022-08-06,2022-10-22,2022-10-27,Approved,0,Individual Forest Right,False,None,None
FRA-02891,Kerala,Palakkad,10.738094,75.627786,9.47,10.2,2023-06-20,2023-12-01,,Under Verification,1172,Individual Forest Right,False,None,None
FRA-02892,Kerala,Kannur,9.791746,77.334423,11.77,13.21,2023-05-28,,,Rejected,0,Individual Forest Right,False,None,None
FRA-02893,Odisha,Koraput,19.870508,87.075813,3.75,3.93,2022-02-24,2022-05-23,2022-08-09,Approved,0,Community Forest Resource,False,None,None
FRA-02894,Chhattisgarh,Dantewada,20.260453,82.933425,8.97,8.69,2024-12-21,,,Pending,622,Community Forest Right,True,Delayed Processing,High
FRA-02895,Chhattisgarh,Kanker,18.285674,81.526752,6.11,6.23,2022-11-21,2023-03-03,,Under Verification,1383,Community Forest Right,False,None,None
FRA-02896,Madhya Pradesh,Mandla,22.90478,79.728096,9.46,8.49,2024-09-28,,,Pending,706,Community Forest Resource,False,None,None
FRA-02897,Odisha,Keonjhar,21.211316,83.431437,14.49,15.25,2023-02-26,,,Pending,1286,Community Forest Right,False,None,None
FRA-02898,Madhya Pradesh,Dindori,23.269941,78.625204,8.5,8.59,2025-08-05,,,Pending,395,Individual Forest Right,False,None,None
FRA-02899,Madhya Pradesh,Mandla,23.683876,78.897131,14.16,14.16,2024-09-07,2025-02-15,,Under Verification,727,Individual Forest Right,False,None,None
FRA-02900,Kerala,Palakkad,12.478578,76.026805,4.44,4.43,2022-12-11,2023-01-09,2023-03-17,Approved,0,Community Forest Right,False,None,None
FRA-02901,Kerala,Kannur,12.155062,76.913038,5.58,5.4,2023-06-25,,,Rejected,0,Community Forest Resource,False,None,None
FRA-02902,Kerala,Kannur,10.655033,75.648207,8.96,8.33,2024-06-25,,,Rejected,0,Community Forest Resource,False,None,None
FRA-02903,Kerala,Palakkad,10.325229,76.108381,4.16,3.94,2022-03-15,,,Rejected,0,Individual Forest Right,False,None,None
FRA-02904,Odisha,Mayurbhanj,20.270734,83.763439,9.89,10.07,2023-07-13,,,Pending,1149,Community Forest Resource,False,None,None
FRA-02905,Jharkhand,Simdega,24.196237,86.24589,4.25,4.73,2023-05-01,2023-08-23,2023-10-11,Approved,0,Individual Forest Right,False,None,None
FRA-02906,Jharkhand,Ranchi,22.936494,85.862335,3.38,3.41,2024-04-05,,,Pending,882,Community Forest Resource,False,None,None
FRA-02907,Madhya Pradesh,Balaghat,23.017704,78.519099,14.65,14.76,2025-11-27,2025-12-14,,Under Verification,281,Community Forest Right,False,None,None
FRA-02908,Chhattisgarh,Bastar,22.837952,82.626421,1.77,1.51,2026-01-21,2024-06-23,2024-07-30,Pending,226,Community Forest Resource,True,Delayed Processing,High
FRA-02909,Chhattisgarh,Dantewada,19.804821,80.691383,8.23,8.56,2024-06-03,2024-07-20,2024-09-13,Approved,0,Community Forest Resource,False,None,None
FRA-02910,Jharkhand,Simdega,23.729142,87.492315,14.33,13.87,2024-06-03,,,Rejected,0,Individual Forest Right,False,None,None
FRA-02911,Jharkhand,Gumla,24.05559,85.996317,7.38,6.52,2025-05-02,2025-05-18,2025-08-04,Approved,0,Individual Forest Right,False,None,None
FRA-02912,Madhya Pradesh,Bhopal,22.052871,79.513141,6.83,6.8,2024-12-28,2025-03-24,2025-05-09,Approved,0,Community Forest Right,False,None,None
FRA-02913,Maharashtra,Chandrapur,20.367596,76.691871,8.7,8.62,2024-11-27,2025-01-06,2025-01-13,Approved,0,Community Forest Right,False,None,None
FRA-02914,Odisha,Mayurbhanj,22.057786,85.012342,10.0,9.31,2024-08-26,,,Pending,739,Community Forest Right,False,None,None
FRA-02915,Madhya Pradesh,Mandla,23.671704,80.074136,10.45,10.17,2023-01-16,,,Rejected,0,Community Forest Right,False,None,None
FRA-02916,Maharashtra,Nashik,19.336481,79.049738,1.38,2.4,2025-12-03,,,Pending,275,Individual Forest Right,True,Land Record Mismatch,Medium
FRA-02917,Chhattisgarh,Bastar,18.63688,81.475953,4.18,4.3,2025-04-19,,,Pending,503,Community Forest Resource,False,None,None
FRA-02918,Madhya Pradesh,Balaghat,24.273067,77.993842,6.46,6.46,2025-12-31,2022-04-27,2022-07-05,Under Verification,247,Individual Forest Right,True,Delayed Processing,Medium
FRA-02919,Kerala,Kannur,12.035067,75.908413,13.35,14.63,2023-07-02,2023-07-16,2023-09-17,Approved,0,Community Forest Resource,False,None,None
FRA-02920,Kerala,Idukki,10.824102,76.826878,7.93,7.21,2022-01-22,2022-04-08,2022-05-27,Approved,0,Community Forest Right,False,None,None
FRA-02921,Odisha,Keonjhar,21.2604,83.032575,4.72,4.38,2022-09-22,,,Pending,1443,Community Forest Resource,False,None,None
FRA-02922,Madhya Pradesh,Balaghat,22.29421,78.806745,13.1,13.12,2025-12-14,,,Pending,264,Community Forest Right,True,Delayed Processing,High
FRA-02923,Jharkhand,Simdega,23.865282,85.759015,4.37,4.06,2023-07-02,2023-11-30,,Under Verification,1160,Community Forest Resource,False,None,None
FRA-02924,Odisha,Mayurbhanj,18.59582,87.481317,14.59,12.55,2025-07-06,2025-11-04,,Under Verification,425,Community Forest Resource,False,None,None
FRA-02925,Odisha,Mayurbhanj,20.193302,85.812475,1.28,0.53,2022-11-22,2023-02-23,2023-03-04,Approved,0,Individual Forest Right,True,Land Record Mismatch,High
FRA-02926,Odisha,Sundargarh,19.910497,87.360739,14.69,12.62,2025-05-08,,,Pending,484,Community Forest Right,False,None,None
FRA-02927,Odisha,Koraput,21.717242,86.071778,3.52,3.16,2022-08-29,2022-11-27,2023-02-17,Approved,0,Individual Forest Right,False,None,None
FRA-02928,Maharashtra,Chandrapur,18.017517,75.33765,3.41,1.85,2024-12-24,2025-01-07,2025-03-02,Approved,0,Community Forest Resource,True,Land Record Mismatch,Medium
FRA-02929,Madhya Pradesh,Balaghat,24.275119,77.223663,14.43,13.55,2023-08-13,,,Rejected,0,Community Forest Resource,False,None,None
FRA-02930,Odisha,Sundargarh,21.525949,85.184361,6.98,6.36,2024-12-12,2025-01-29,,Under Verification,631,Community Forest Resource,False,None,None
FRA-02931,Odisha,Keonjhar,19.446809,86.734402,5.93,14.06,2022-11-18,,,Pending,1386,Community Forest Right,True,Land Record Mismatch,Medium
FRA-02932,Chhattisgarh,Surguja,22.340367,80.2954,5.48,6.09,2024-01-18,,,Pending,960,Community Forest Resource,False,None,None
FRA-02933,Maharashtra,Gadchiroli,19.346174,75.707582,1.09,0.94,2024-11-17,2025-01-20,2025-04-14,Approved,0,Community Forest Right,False,None,None
FRA-02934,Odisha,Sundargarh,20.050722,86.038432,5.41,5.94,2023-08-26,,,Pending,1105,Community Forest Resource,False,None,None
FRA-02935,Madhya Pradesh,Mandla,23.842736,79.041684,2.48,2.3,2024-04-13,,,Rejected,0,Community Forest Right,False,None,None
FRA-02936,Madhya Pradesh,Dindori,24.331941,78.651893,13.99,13.35,2025-04-02,,,Under Verification,520,Community Forest Resource,True,Delayed Processing,Medium
FRA-02937,Maharashtra,Gadchiroli,21.435212,77.062317,10.82,11.35,2024-07-03,2024-08-24,2024-10-06,Approved,0,Community Forest Right,False,None,None
FRA-02938,Kerala,Kannur,12.301315,75.678773,8.83,7.98,2023-08-05,2023-09-14,,Under Verification,1126,Community Forest Resource,False,None,None
FRA-02939,Jharkhand,Gumla,24.128815,86.578313,12.28,11.35,2025-05-05,,,Pending,487,Community Forest Right,False,None,None
FRA-02940,Madhya Pradesh,Mandla,24.185415,80.570829,9.2,8.6,2023-09-28,,,Pending,1072,Community Forest Right,False,None,None
FRA-02941,Odisha,Koraput,20.245508,83.596573,10.33,9.84,2024-05-13,,,Pending,844,Individual Forest Right,False,None,None
FRA-02942,Odisha,Keonjhar,20.844493,84.545777,0.93,0.84,2024-07-11,2024-08-23,2024-11-15,Approved,0,Individual Forest Right,False,None,None
FRA-02943,Jharkhand,Simdega,22.309812,84.542026,11.75,10.53,2022-10-30,,,Pending,1405,Individual Forest Right,False,None,None
FRA-02944,Madhya Pradesh,Mandla,24.04259,80.793742,10.55,18.81,2022-07-31,,,Pending,1496,Community Forest Right,True,Land Record Mismatch,Medium
FRA-02945,Maharashtra,Nandurbar,21.161223,75.825538,99.45,113.06,2024-01-15,2024-03-12,,Under Verification,963,Community Forest Resource,True,Unusual Claim Area,High
FRA-02946,Chhattisgarh,Kanker,19.865059,82.910265,10.04,10.64,2025-05-04,2024-05-15,2024-07-30,Pending,488,Community Forest Resource,True,Delayed Processing,High
FRA-02947,Maharashtra,Gadchiroli,18.119877,76.339001,10.9,10.23,2022-06-12,,,Pending,1545,Community Forest Right,False,None,None
FRA-02948,Kerala,Kannur,11.177466,76.914897,1.86,1.98,2024-07-24,,,Pending,772,Community Forest Resource,False,None,None
FRA-02949,Jharkhand,Ranchi,23.946091,86.156219,14.5,16.11,2025-09-30,,,Pending,339,Community Forest Resource,False,None,None
FRA-02950,Maharashtra,Chandrapur,20.584919,73.19555,1.78,1.71,2025-02-04,2025-02-24,2025-03-12,Approved,0,Individual Forest Right,False,None,None
FRA-02951,Chhattisgarh,Bastar,18.808817,80.855106,0.98,1.04,2025-11-05,,,Pending,303,Individual Forest Right,False,None,None
FRA-02952,Maharashtra,Nashik,18.971975,77.699484,3.18,2.71,2025-10-02,2026-02-28,,Under Verification,337,Community Forest Right,False,None,None
FRA-02953,Maharashtra,Nandurbar,21.774548,80.954264,1.41,1.42,2023-03-09,,,Pending,1275,Community Forest Right,False,None,None
FRA-02954,Maharashtra,Gadchiroli,21.010762,76.297713,7.07,6.87,2023-07-14,2023-08-27,,Under Verification,1148,Community Forest Resource,False,None,None
FRA-02955,Chhattisgarh,Surguja,20.562518,80.278115,4.76,5.11,2024-04-08,2024-06-18,2024-07-28,Approved,0,Community Forest Right,False,None,None
FRA-02956,Odisha,Keonjhar,21.89291,84.159457,9.9,8.99,2025-07-06,,,Under Verification,425,Community Forest Right,True,Delayed Processing,High
FRA-02957,Maharashtra,Chandrapur,20.073133,78.464795,8.47,8.33,2023-09-12,2023-12-03,2023-12-29,Approved,0,Community Forest Resource,False,None,None
FRA-02958,Jharkhand,Ranchi,22.764888,87.324554,6.07,6.27,2025-03-11,,,Pending,542,Individual Forest Right,False,None,None
FRA-02959,Odisha,Keonjhar,21.732345,84.815189,9.98,9.07,2023-07-26,2023-08-24,2023-11-17,Approved,0,Community Forest Resource,False,None,None
FRA-02960,Madhya Pradesh,Dindori,22.670672,80.820602,88.78,90.82,2024-11-29,2024-12-24,2025-03-23,Approved,0,Individual Forest Right,True,Unusual Claim Area,Medium
FRA-02961,Chhattisgarh,Kanker,19.331448,81.680555,2.49,2.79,2023-04-09,,,Pending,1244,Community Forest Resource,False,None,None
FRA-02962,Maharashtra,Chandrapur,18.212935,76.094449,10.83,9.87,2024-04-27,,,Pending,860,Community Forest Resource,False,None,None
FRA-02963,Odisha,Sundargarh,20.505772,83.23156,4.35,4.13,2025-04-11,2025-08-01,2025-09-16,Approved,0,Community Forest Right,False,None,None
FRA-02964,Kerala,Kannur,11.455178,76.665212,11.97,11.51,2024-07-31,,,Pending,765,Individual Forest Right,False,None,None
FRA-02965,Madhya Pradesh,Mandla,22.84331,80.398918,2.41,2.33,2024-09-07,,,Pending,727,Community Forest Right,False,None,None
